field_index,label_value,predictions,confidence
108914,7,7,[57 71]
108915,7,6,53
108916,7,7,70
108917,7,7,91
108918,7,7,90
108919,7,7,87
108920,7,7,[46 51]
108921,7,7,41
108922,7,5,74
108923,7,7,78
108924,7,5,[75 79]
108925,7,7,51
108926,7,7,[46 49 55]
108927,7,7,69
108928,7,7,86
108929,7,7,[76 81]
108930,7,7,88
108931,7,7,[72 77 80 85]
108932,7,5,49
108933,7,23,87
108934,7,7,[67 75 76]
108935,7,7,[87 89]
108936,7,7,75
108937,7,7,75
108938,7,7,[54 65 69 76 82]
108939,7,7,57
108940,7,7,79
108941,7,7,[55 71]
108942,7,7,69
108943,7,7,91
108944,7,7,[41 55 59]
108945,7,7,[87 89 92]
108946,7,7,62
108947,7,7,76
108948,7,7,[76 78]
108949,7,7,[76 81]
108950,7,7,[54 65]
108951,7,7,[87 89]
108952,7,7,84
108953,7,7,84
108955,7,7,63
108956,7,7,[83 90]
108957,7,7,76
108958,7,7,[92 93]
108959,7,7,[56 59]
108960,7,7,62
108961,7,8,66
108962,7,7,87
108963,7,7,51
108964,7,7,[51 74 78]
108965,7,7,[23 28 32 34 41 51 53 60 61 63]
108966,7,7,63
108967,7,7,65
108968,7,7,68
108969,7,7,76
108970,7,7,75
108971,7,7,71
108972,7,7,[87 89]
108973,7,7,86
108974,7,7,48
108975,7,7,90
108976,7,7,[58 69]
108977,7,7,[29 31 47 52 55 60 63]
108978,7,7,[65 76 81]
108979,7,7,71
108980,7,7,[89 90]
108981,7,7,[59 64]
108982,7,7,53
108983,7,7,65
108984,7,7,85
108985,7,7,[88 90]
108986,7,7,75
108987,7,5,82
108988,7,7,75
108989,7,7,[87 89]
108990,7,7,63
108991,7,7,[61 65]
108992,7,7,64
108993,7,5,[43 44 64]
108994,7,7,45
108995,7,7,73
108996,7,7,[70 74 82]
108997,7,7,77
108998,7,7,81
108999,7,7,[57 62]
109000,7,7,72
109001,7,7,89
109002,7,7,89
109003,7,7,71
109004,7,7,82
109005,7,7,89
109006,7,7,64
109007,7,7,83
109008,7,7,[54 66 68]
109009,7,7,59
109010,7,7,74
109011,7,7,[80 83]
109012,7,7,89
109013,7,7,86
109014,7,7,[65 71]
109015,7,7,[70 71]
109016,7,7,87
109017,7,7,73
109018,7,7,[75 77]
109019,7,7,60
109020,7,7,[88 91]
109021,7,7,[73 75 77 78 79]
109022,7,7,[26 37 47 79 81 83 85 88]
109023,7,8,[54 55]
109024,7,7,[28 65]
109025,7,7,[50 57]
109026,7,7,81
109027,7,7,73
109028,7,7,26
109029,7,7,54
109030,7,7,[69 82 83 90 91 93]
109031,7,7,80
109032,7,7,85
109033,7,7,[91 93]
109034,7,7,84
109035,7,7,[43 50 56 57 65 67 68]
109036,7,7,[80 82 85 87]
109037,7,7,[31 43 58 67 80]
109038,7,7,58
109039,7,7,90
109040,7,7,73
109041,7,7,89
109042,7,7,36
109043,7,7,77
109044,7,7,53
109045,7,7,[89 93]
109046,7,7,[75 82]
109047,7,7,32
109048,7,7,83
109049,7,7,72
109050,7,7,[63 65]
109051,7,7,[70 74]
109052,7,7,59
109053,7,7,88
109054,7,7,67
109055,7,7,65
109056,7,7,83
109057,7,7,[69 73]
109058,7,5,[44 46]
109059,7,7,83
109060,7,7,79
109061,7,5,[70 71]
109062,7,7,79
109063,7,7,88
109064,7,7,52
109065,7,7,[40 46 71 74 84]
109066,7,7,92
109067,7,7,46
109068,7,7,[50 56]
109069,7,7,[59 83]
109070,7,[5 7],[32 50]
109071,7,7,[63 72 77]
109072,7,7,76
109073,7,[ 7 20 28],[20 28 31 33 34 75 83]
109074,7,7,93
109075,7,7,77
109076,7,7,88
109077,7,7,51
109078,7,7,[22 33 37 39 40 46 49 54 56 62 65 69 73 80]
109079,7,7,[68 74 75]
109080,7,7,[61 62 65]
109081,7,7,[85 86]
109082,7,7,[64 66 68]
109083,7,7,67
109084,7,8,51
109085,7,7,[53 59]
109086,7,7,59
109087,7,7,[40 53 68]
109088,7,7,81
109089,7,7,[59 60 63 64 65 67]
109090,7,7,65
109091,7,8,56
109092,7,7,[68 73 90]
109093,7,7,[72 73 86 87]
109094,7,7,[43 47 65 67 69 70 72 77 82]
109095,7,7,64
109096,7,7,27
109097,7,5,[45 50 55 56 59 63]
109098,7,7,51
109099,7,5,[62 85]
109100,7,7,93
109101,7,7,[38 59 61 72 79 81 85 87]
109102,7,7,52
109103,7,7,[60 70 81]
109104,7,7,67
109105,7,7,49
109106,7,7,[78 81]
109107,7,7,[83 84]
109108,7,7,67
109109,7,7,86
109110,7,7,53
109111,7,7,85
109112,7,7,64
109113,7,28,42
109114,7,7,[56 58 59 61 68]
109115,7,7,76
109116,7,7,94
109117,7,7,[75 84]
109118,7,7,54
109119,7,7,[81 82 84 87]
109120,7,7,60
109121,7,7,[36 41 54 63 69 75 77 79 82]
109122,7,7,90
109123,7,7,77
109124,7,7,80
109125,7,7,35
109126,7,7,[36 65 71 72 73 75]
109127,7,7,67
109128,7,7,85
109129,7,7,[89 90]
109130,7,7,91
109131,7,7,[66 74]
109132,7,7,92
109133,7,7,[81 82]
109134,7,7,71
109135,7,7,54
109136,7,7,86
109137,7,7,[70 72 84]
109138,7,7,62
109139,7,7,64
109140,7,7,84
109141,7,7,[73 74 81]
109142,7,7,81
109143,7,15,[36 41 45]
109144,7,7,[22 31 32 34 38]
109145,7,7,[81 82]
109146,7,7,87
109147,7,7,72
109148,7,7,[73 80]
109149,7,7,[55 70]
109150,7,7,87
109151,7,7,83
109152,7,7,50
109153,7,7,[53 63]
109154,7,7,88
109155,7,7,59
109156,7,7,[20 27 35 41 80]
109157,7,7,[81 87]
109158,7,7,[66 75]
109159,7,7,89
109160,7,7,50
109161,7,7,84
109162,7,7,[50 51 61 67]
109163,7,7,67
109164,7,7,41
109165,7,7,82
109166,7,7,66
109167,7,7,71
109168,7,7,[39 53]
109169,7,7,80
109170,7,19,[33 38 49 68 73 74]
109171,7,7,[77 80]
109172,7,7,84
109173,7,7,66
109174,7,7,[56 63]
109175,7,7,79
109176,7,7,94
109177,7,7,[83 85 86 89 90]
109178,7,7,[36 46 55 59 69 71 72 78 79 81]
109179,7,7,[79 81]
109180,7,7,59
109181,7,7,95
109182,7,7,58
109183,7,7,[82 83]
109184,7,7,77
109185,7,7,67
109186,7,7,[81 88]
109187,7,7,86
109188,7,7,[32 74 79 81 86]
109189,7,7,61
109190,7,7,63
109191,7,7,45
109192,7,7,92
109193,7,7,[63 73]
109194,7,7,52
109195,7,7,[88 89 90]
109196,7,7,[63 67 69]
109197,7,7,69
109198,7,7,72
109199,7,7,92
109200,7,7,[64 67 70]
109201,7,7,[35 47 49 50 53 55 60 61 64 71]
109202,7,7,77
109203,7,7,86
109204,7,7,[71 74 79 82 83 84]
109205,7,7,33
109206,7,7,90
109207,7,7,74
109208,7,7,[52 56 75]
109209,7,7,[34 53 60 70 74 77 82]
109210,7,7,77
109211,7,7,86
109212,7,7,46
109213,7,7,76
109214,7,7,[21 26 33 35 37 43 51 58]
109215,7,7,[84 89]
109216,7,8,49
109217,7,7,73
109218,7,7,[52 54]
109219,7,7,[42 64 70]
109220,7,7,79
109221,7,7,89
109222,7,7,[73 80]
109223,7,7,[69 70 78 86]
109224,7,7,50
109225,7,8,51
109226,7,7,81
109227,7,5,[42 44 49 55 61]
109228,7,7,77
109229,7,7,79
109230,7,7,95
109231,7,7,[29 33 46]
109232,7,7,[37 40]
109233,7,7,57
109234,7,7,66
109235,7,7,74
109236,7,23,90
109237,7,7,89
109238,7,7,92
109239,7,7,85
109240,7,7,[51 57]
109241,7,5,59
109242,7,7,50
109243,7,7,92
109244,7,7,54
109245,7,7,91
109246,7,7,71
109247,7,7,[81 82 85 90]
109248,7,7,65
109249,7,7,60
109250,7,7,72
109251,7,5,[52 65]
109252,7,7,[85 89]
109253,7,7,63
109254,7,7,82
109255,7,7,[50 51 52]
109256,7,7,[84 86]
109257,7,7,92
109258,7,7,80
109259,7,7,52
109260,7,7,[82 87]
109261,7,7,79
109262,7,7,34
109263,7,7,51
109264,7,7,54
109265,7,7,95
109266,7,7,67
109267,7,7,84
109268,7,7,50
109269,7,7,91
109270,7,7,[71 73 76]
109271,7,7,71
109272,7,7,90
109273,7,7,83
109274,7,7,[81 82 88]
109275,7,7,90
109276,7,7,[78 80]
109277,7,7,[78 79]
109278,7,5,56
109279,7,7,70
109280,7,7,[25 39 52 57 58 63 65]
109281,7,7,[41 55 57 61 62 65 73]
109282,7,7,68
109283,7,7,[34 65 67]
109284,7,7,94
109285,7,8,[49 52]
109286,7,7,81
109287,7,7,70
109288,7,7,[83 84]
109289,7,7,84
109290,7,7,[49 50 57]
109291,7,7,50
109292,7,7,[48 64]
109293,7,7,84
109294,7,7,90
109295,7,7,[22 25 42 45]
109296,7,7,[43 81]
109297,7,7,89
109298,7,7,[87 91]
109299,7,7,87
109300,7,7,[80 82]
109301,7,7,[72 75]
109302,7,7,79
109303,7,7,64
109304,7,7,[66 77]
109305,7,7,89
109306,7,7,93
109307,7,7,86
109308,7,7,[65 73]
109309,7,7,46
109310,7,7,[54 59 60]
109311,7,7,47
109312,7,7,[65 69]
109313,7,7,[83 85]
109314,7,7,[32 64]
109315,7,7,82
109316,7,6,[29 44]
109317,7,7,[54 65]
109318,7,7,75
109319,7,7,73
109320,7,7,81
109321,7,7,85
109322,7,7,55
109323,7,7,90
109324,7,7,58
109325,7,7,86
109326,7,7,78
109327,7,7,35
109328,7,7,[88 91]
109329,7,7,82
109330,7,7,94
109331,7,7,83
109332,7,7,[76 78]
109333,7,7,[59 73 78]
109334,7,7,71
109335,7,7,[56 67]
109336,7,7,42
109337,7,7,70
109338,7,7,[81 83]
109339,7,7,72
109340,7,7,[70 71]
109341,7,7,86
109342,7,7,[87 89]
109343,7,7,[54 55 57 60 63 66]
109344,7,7,71
109345,7,7,[53 71]
109346,7,7,77
109347,7,7,42
109348,7,7,76
109349,7,7,58
109350,7,7,74
109351,7,7,50
109352,7,5,[59 65]
109353,7,7,[47 49 50]
109354,7,7,[60 67]
109355,7,5,[47 53 71]
109356,7,7,59
109357,7,7,47
109358,7,7,80
109359,7,7,87
109360,7,7,[67 69 75]
109361,7,7,[66 74]
109362,7,7,[39 42]
109363,7,7,[38 40 41 42 48]
109364,7,7,72
109365,7,5,[48 51]
109366,7,7,[63 69]
109367,7,7,74
109368,7,7,56
109369,7,7,94
109370,7,7,[49 65]
109371,7,7,[66 73 75]
109372,7,7,55
109373,7,7,66
109374,7,7,[50 53 67]
109375,7,7,78
109376,7,7,82
109377,7,7,91
109378,7,7,[66 78]
109379,7,7,77
109380,7,7,78
109381,7,7,[21 23 30 39]
109382,7,7,90
109383,7,7,75
109384,7,7,92
109385,7,7,78
109386,7,7,59
109387,7,7,[38 42 44 60]
109388,7,[7 8],[46 49 50 61 62 71]
109389,7,7,93
109390,7,7,88
109391,7,7,90
109392,7,7,[77 82]
109393,7,7,[77 80]
109394,7,7,[77 78]
109395,7,7,70
109396,7,7,81
109397,7,5,[38 62 68]
109398,7,7,[80 93]
109399,7,7,90
109400,7,7,72
109401,7,7,93
109402,7,7,76
109403,7,7,53
109404,7,7,68
109405,7,7,76
109406,7,7,[86 87]
109407,7,7,[76 81 82 85]
109408,7,7,69
109409,7,7,88
109410,7,7,[43 46]
109411,7,7,[43 63 68]
109412,7,7,90
109413,7,7,[27 48]
109414,7,7,62
109415,7,7,[61 68 69 72 74]
109416,7,7,75
109417,7,7,[39 46 55 62]
109418,7,7,41
109419,7,7,58
109420,7,7,[82 83 85]
109421,7,7,89
109422,7,7,[59 64 65 67]
109423,7,7,83
109424,7,7,[79 85]
109425,7,7,53
109426,7,7,[57 58 62]
109427,7,7,81
109428,7,7,[42 45 49]
109429,7,7,[91 92]
109430,7,7,52
109431,7,7,[75 80]
109432,7,7,82
109433,7,7,[76 77 82]
109434,7,7,65
109435,7,7,50
109436,7,7,77
109437,7,7,72
109438,7,7,[25 64]
109439,7,7,67
109440,7,7,68
109441,7,7,70
109442,7,7,76
109443,7,7,[63 68 72 73]
109444,7,7,83
109445,7,7,74
109446,7,7,76
109447,7,7,71
109448,7,7,84
109449,7,7,[52 57 62 67 71 72 80]
109450,7,7,88
109451,7,7,87
109452,7,7,73
109453,7,7,65
109454,7,7,[65 66]
109455,7,7,73
109456,7,7,87
109457,7,19,89
109458,7,7,[50 51 60]
109459,7,7,[77 85]
109460,7,16,[45 56]
109461,7,7,74
109462,7,7,[35 43 53 58 63 64 68 69 75]
109463,7,7,[67 70 71]
109464,7,7,68
109465,7,7,82
109466,7,7,49
109467,7,7,76
109468,7,7,79
109469,7,7,74
109470,7,5,43
109471,7,7,52
109472,7,7,[58 71 73]
109473,7,7,[48 49 50 51]
109474,7,7,[56 72 74 75 80]
109475,7,7,[75 83 87]
109476,7,7,[82 85]
109477,7,5,[41 53 56]
109478,7,7,38
109479,7,7,[36 57 61 62]
109480,7,7,41
109481,7,7,[90 92]
109482,7,7,[40 51]
109483,7,7,[33 38 44 45 48 57 58 61]
109484,7,7,82
109485,7,7,[67 71]
109486,7,7,[55 70 71 74]
109487,7,7,57
109488,7,6,50
109489,7,7,89
109490,7,7,70
109491,7,7,84
109492,7,7,76
109493,7,7,[59 65]
109494,7,8,30
109495,7,7,[72 78 79]
109496,7,7,[86 88]
109497,7,7,61
109498,7,8,45
109499,7,7,[64 67 71 72]
109500,7,7,69
109501,7,7,82
109502,7,7,60
109503,7,7,36
109504,7,5,70
109505,7,5,43
109506,7,7,90
109507,7,7,[64 67]
109508,7,7,[57 59]
109509,7,7,86
109510,7,7,[48 54]
109511,7,7,[56 61]
109512,7,7,73
109513,7,7,77
109514,7,7,71
109515,7,7,[48 52 58]
109516,7,7,51
109517,7,5,[43 51 56 60 66 67]
109518,7,7,[33 40 48 52 78]
109519,7,7,62
109520,7,8,[47 48 54 59]
109521,7,5,56
109522,7,7,83
109523,7,7,68
109524,7,7,91
109525,7,7,[76 80]
109526,7,7,[68 70 71 72 74 79]
109527,7,7,87
109528,7,7,86
109529,7,7,[52 73]
109530,7,7,92
109531,7,7,67
109532,7,7,79
109533,7,7,[67 74]
109534,7,7,[50 59]
109535,7,7,22
109536,7,7,[39 41 53 55 77]
109537,7,7,53
109538,7,7,[77 85]
109539,7,7,53
109540,7,7,73
109541,7,7,86
109542,7,7,[82 83]
109543,7,7,80
109544,7,7,50
109545,7,7,80
109546,7,7,[76 81]
109547,7,7,[30 66]
109548,7,5,43
109549,7,7,[63 66]
109550,7,7,66
109551,7,7,73
109552,7,7,[45 79]
109553,7,7,73
109554,7,7,88
109555,7,7,[91 94]
109556,7,7,90
109557,7,7,[41 57]
109558,7,7,75
109559,7,7,[57 73]
109560,7,7,60
109561,7,7,55
109562,7,7,73
109563,7,7,91
109564,7,7,[21 26 30 33 34 35 41 43]
109565,7,7,[91 92 94]
109566,7,8,[52 53 61]
109567,7,6,34
109568,7,7,[32 79]
109569,7,7,78
109570,7,7,[31 43 52 66 71]
109571,7,7,65
109572,7,7,[52 56]
109573,7,7,86
109574,7,7,75
109575,7,7,[86 87 88]
109576,7,7,41
109577,7,7,74
109578,7,7,85
109579,7,7,[63 66 74 79]
109580,7,7,58
109581,7,7,49
109582,7,7,83
109583,7,7,[69 74 76 81]
109584,7,7,31
109585,7,7,[80 83]
109586,7,7,46
109587,7,7,93
109588,7,7,75
109589,7,7,[25 36 71]
109590,7,7,[51 61 66 68]
109591,7,6,51
109592,7,7,65
109593,7,7,81
109594,7,7,84
109595,7,5,[68 75]
109596,7,7,83
109597,7,7,70
109598,7,7,85
109599,7,7,67
109600,7,7,55
109601,7,7,83
109602,7,7,82
109603,7,7,[34 49 53 55 62 67 70]
109604,7,7,59
109605,7,7,[77 82]
109606,7,7,[45 78]
109607,7,7,[62 64]
109608,7,7,68
109609,7,7,[67 70 78]
109610,7,7,55
109611,7,7,56
109612,7,7,[72 73 76]
109613,7,7,62
109614,7,7,62
109615,7,7,[52 53]
109616,7,7,[73 78]
109617,7,5,62
109618,7,7,[51 60 63]
109619,7,7,80
109620,7,7,53
109621,7,7,79
109622,7,7,[28 35 38 63 68 69 71 74 79 80 81 84 85 86]
109623,7,7,65
109624,7,7,81
109625,7,7,60
109626,7,7,70
109627,7,7,49
109628,7,7,79
109629,7,7,70
109630,7,7,85
109631,7,7,[35 40 63 74 75 76 85]
109632,7,7,[74 77]
109633,7,7,65
109634,7,5,45
109635,7,7,[52 55 59 62]
109636,7,7,80
109637,7,7,75
109638,7,7,85
109639,7,7,38
109640,7,7,[52 55]
109641,7,7,82
109642,7,7,34
109643,7,7,90
109644,7,7,[54 59 60 66 68 69 73 74]
109645,7,7,89
109646,7,8,[43 52 55]
109647,7,7,[65 71]
109648,7,7,86
109649,7,7,73
109650,7,7,82
109651,7,7,86
109652,7,5,74
109653,7,7,89
109654,7,7,45
109655,7,7,[74 86]
109656,7,7,[58 76]
109657,7,7,61
109658,7,7,86
109659,7,7,76
109660,7,7,[16 22 24 35 36 41 55 67]
109661,7,7,[52 53 59]
109662,7,7,70
109663,7,7,[60 62]
109664,7,7,60
109665,7,8,[28 51 54]
109666,7,7,71
109667,7,7,82
109668,7,7,30
109669,7,7,89
109670,7,7,[74 75]
109671,7,7,72
109672,7,7,[78 80]
109673,7,7,87
109674,7,7,[76 82]
109675,7,6,[43 44 55]
109676,7,7,[71 74]
109677,7,7,68
109678,7,7,67
109679,7,6,38
109680,7,7,93
109681,7,7,[78 80]
109682,7,7,86
109683,7,7,56
109684,7,7,78
109685,7,7,90
109686,7,7,27
109687,7,7,72
109688,7,7,71
109689,7,7,87
109690,7,7,[84 85 86]
109691,7,7,[27 28 40 55]
109692,7,6,51
109693,7,7,91
109694,7,7,87
109695,7,7,84
109696,7,7,52
109697,7,7,84
109698,7,7,54
109699,7,7,81
109700,7,7,78
109701,7,7,67
109702,7,7,[36 58 60 67 68]
109703,7,7,73
109704,7,7,62
109705,7,7,[85 86]
109706,7,7,66
109707,7,7,81
109708,7,7,[41 47]
109709,7,7,[72 79]
109710,7,7,83
109711,7,7,87
109712,7,7,[49 65]
109713,7,7,[57 76]
109714,7,7,[57 66 70 75 83]
109715,7,7,68
109716,7,7,[60 68]
109717,7,7,[26 27 28 33 45]
109718,7,7,[63 64 75]
109719,7,7,93
109720,7,7,70
109721,7,7,86
109722,7,5,[18 22 29 30]
109723,7,7,62
109724,7,7,90
109725,7,7,80
109726,7,7,81
109727,7,7,76
109728,7,7,39
109729,7,7,[79 86]
109730,7,7,94
109731,7,6,[46 49]
109732,7,8,51
109733,7,7,61
109734,7,7,82
109735,7,7,[51 53 63]
109736,7,7,80
109737,7,7,67
109738,7,7,94
109739,7,7,[62 64 69 74 80]
109740,7,7,63
109741,7,7,31
109742,7,7,40
109743,7,5,69
109744,7,7,[31 43 45 46 52 55 56 63 66 67 68]
109745,7,7,[47 59]
109746,7,7,[36 43 48 49 59]
109747,7,7,75
109748,7,7,[66 72 76 79]
109749,7,7,[54 66 77 80 81 83 87]
109750,7,7,[37 43 53 75 81]
109751,7,7,45
109752,7,7,[73 74 78]
109753,7,7,57
109754,7,7,61
109755,7,5,46
109756,7,7,87
109757,7,7,[46 62 66]
109758,7,7,[47 58 60 72]
109759,7,[7 8],[47 49 52]
109760,7,7,82
109761,7,7,53
109762,7,7,90
109763,7,7,67
109764,7,7,83
109765,7,15,59
109766,7,7,72
109767,7,7,34
109768,7,7,81
109769,7,7,[50 53 55 66]
109770,7,7,[67 69 70]
109771,7,7,[71 72]
109772,7,7,[76 77]
109773,7,7,69
109774,7,7,85
109775,7,7,[76 79]
109776,7,7,86
109777,7,5,56
109778,7,7,[72 73 77 78 81]
109779,7,7,38
109780,7,5,[25 31 52 54 80 83]
109781,7,7,83
109782,7,7,50
109783,7,7,64
109784,7,7,80
109785,7,7,63
109786,7,7,[77 78 79]
109787,7,7,80
109788,7,7,[79 86]
109789,7,7,51
109790,7,7,59
109791,7,7,89
109792,7,7,46
109793,7,7,73
109794,7,7,[79 80]
109795,7,7,88
109796,7,7,80
109797,7,7,92
109798,7,7,[59 60]
109799,7,7,[33 58 61 63]
109800,7,7,94
109801,7,7,84
109802,7,7,60
109803,7,7,62
109804,7,7,[64 78]
109805,7,7,35
109806,7,7,[56 66]
109807,7,7,[69 74]
109808,7,7,[68 75]
109809,7,7,65
109810,7,7,80
109811,7,7,89
109812,7,7,89
109813,7,7,58
109814,7,7,78
109815,7,7,55
109816,7,7,57
109817,7,7,52
109818,7,7,50
109819,7,7,[33 37 41 42 45 63 65 66]
109820,7,7,72
109821,7,7,80
109822,7,7,[42 83 84 86]
109823,7,7,[68 70]
109824,7,7,77
109825,7,7,59
109826,7,7,[62 75]
109827,7,7,83
109828,7,7,[81 84]
109829,7,7,89
109830,7,5,[30 45]
109831,7,7,81
109832,7,7,76
109833,7,7,88
109834,7,7,[29 31 49]
109835,7,7,[84 85 87]
109836,7,7,[92 93]
109837,7,7,58
109838,7,7,94
109839,7,7,90
109840,7,7,91
109841,7,7,76
109842,7,7,[38 47 55 62 63 64 75 84]
109843,7,7,81
109844,7,7,[66 70 71 74]
109845,7,7,67
109846,7,7,94
109847,7,7,87
109848,7,7,52
109849,7,7,94
109850,7,7,87
109851,7,7,86
109852,7,7,[39 46 52 53 69 81 85]
109853,7,7,[88 90]
109854,7,7,61
109855,7,7,[69 78]
109856,7,7,84
109857,7,7,83
109858,7,7,54
109859,7,7,80
109860,7,7,[36 83]
109861,7,7,[63 68 74]
109862,7,7,[40 70 71]
109863,7,7,93
109864,7,7,75
109865,7,7,69
109866,7,7,57
109867,7,7,88
109868,7,7,[39 50 51 70]
109869,7,7,89
109870,7,7,[54 57]
109871,7,7,52
109872,7,7,58
109873,7,7,[43 51]
109874,7,7,86
109875,7,7,[84 85]
109876,7,7,[55 90]
109877,7,7,[86 88 89]
109878,7,7,47
109879,7,7,53
109880,7,7,63
109881,7,7,71
109882,7,7,[73 83 85]
109883,7,7,78
109884,7,7,[50 62 63 66 67 68 69 76 82 86 87 88 91 93]
109885,7,7,[75 77 89]
109886,7,7,43
109887,7,7,[54 67]
109888,7,7,84
109889,7,7,62
109890,7,7,[66 75 76 78]
109891,7,7,86
109892,7,7,92
109893,7,7,42
109894,7,5,[57 61]
109895,7,7,76
109896,7,7,[74 81 88]
109897,7,5,31
109898,7,7,[40 68 70 77 80 84]
109899,7,22,[28 33]
109900,7,7,90
109901,7,7,73
109902,7,7,[48 50]
109903,7,7,78
109904,7,7,72
109905,7,7,47
109906,7,23,89
109907,7,8,64
109908,7,7,61
109909,7,7,66
109910,7,7,62
109911,7,7,[48 76 78 79 82 84]
109912,7,7,55
109913,7,7,79
109914,7,8,55
109915,7,7,90
109916,7,7,60
109917,7,7,75
109918,7,7,[75 78]
109919,7,7,[63 67]
109920,7,5,39
109921,7,7,[75 76]
109922,7,7,64
109923,7,7,81
109924,7,7,74
109925,7,7,[35 37 45 58 61 62 82]
109926,7,7,90
109927,7,7,82
109928,7,7,[49 55]
109929,7,7,90
109930,7,7,69
109931,7,7,[38 42 60]
109932,7,7,[75 76]
109933,7,7,[61 71 73]
109934,7,7,87
109935,7,7,[52 55 66 67]
109936,7,7,94
109937,7,7,49
109938,7,7,[48 58]
109939,7,7,92
109940,7,7,74
109941,7,[22 23],[23 27 55 60 91]
109942,7,7,55
109943,7,7,81
109944,7,7,87
109945,7,7,87
109946,7,7,51
109947,7,7,[40 52]
109948,7,7,[34 50 69 71]
109949,7,7,80
109950,7,7,69
109951,7,7,85
109952,7,7,87
109953,7,7,71
109954,7,7,76
109955,7,7,72
109956,7,7,[59 64]
109957,7,4,[22 26 30 36 61 82 84]
109958,7,7,91
109959,7,7,83
109960,7,7,91
109961,7,7,39
109962,7,7,60
109963,7,7,[68 74 78]
109964,7,7,64
109965,7,7,63
109966,7,5,55
109967,7,7,[48 53 55]
109968,7,7,[64 66]
109969,7,7,51
109970,7,7,78
109971,7,7,89
109972,7,7,80
109973,7,7,[48 50 54 58]
109974,7,7,88
109975,7,7,89
109976,7,7,78
109977,7,7,72
109978,7,7,52
109979,7,7,52
109980,7,7,39
109981,7,7,[91 92]
109982,7,7,77
109983,7,7,50
109984,7,7,[36 46 49 52 55]
109985,7,7,76
109986,7,7,79
109987,7,7,85
109988,7,7,54
109989,7,7,72
109990,7,7,[74 76]
109991,7,7,89
109992,7,7,84
109993,7,7,91
109994,7,7,[84 91]
109995,7,7,55
109996,7,7,[69 72 74]
109997,7,7,68
109998,7,7,[54 69]
109999,7,7,58
110000,7,7,[57 67]
110001,7,5,[42 44 61 65]
110002,7,7,59
110003,7,7,88
110004,7,7,[79 80 81]
110005,7,7,82
110006,7,7,84
110007,7,7,65
110008,7,7,64
110009,7,7,88
110010,7,8,[58 62]
110011,7,7,54
110012,7,7,[87 92]
110013,7,7,88
110014,7,7,72
110015,7,5,76
110016,7,7,81
110017,7,7,71
110018,7,8,48
110019,7,7,86
110020,7,7,89
110021,7,7,81
110022,7,7,62
110023,7,7,75
110024,7,7,[76 78]
110025,7,7,[74 77 78 79 85]
110026,7,7,74
110027,7,7,[68 70 72]
110028,7,7,66
110029,7,7,[90 91]
110030,7,[5 6],[19 20 28 29 37 58]
110031,7,7,49
110032,7,7,85
110033,7,7,80
110034,7,7,66
110035,7,7,71
110036,7,7,78
110037,7,7,[67 72 75]
110038,7,7,92
110039,7,7,[75 82]
110040,7,7,82
110041,7,7,69
110042,7,7,69
110043,7,7,[45 48 53 54 66 71 72]
110044,7,7,56
110045,7,7,64
110046,7,7,83
110047,7,7,[66 68]
110048,7,7,[72 77]
110049,7,7,52
110050,7,7,82
110051,7,7,[54 82]
110052,7,7,[45 51 66 71 72]
110053,7,7,86
110054,7,7,87
110055,7,7,83
110056,7,7,86
110057,7,28,28
110058,7,7,58
110059,7,7,88
110060,7,7,[64 71]
110061,7,7,60
110062,7,7,81
110063,7,7,62
110064,7,7,52
110065,7,7,91
110066,7,7,69
110067,7,7,[63 69]
110068,7,7,71
110069,7,7,60
110070,7,7,[70 73]
110071,7,7,91
110072,7,7,74
110073,7,7,52
110074,7,7,[72 78]
110075,7,7,83
110076,7,7,[33 38 41 42 55 58 64 66 67 70 72]
110077,7,7,[87 89]
110078,7,7,89
110079,7,7,90
110080,7,7,85
110081,7,7,[68 69 73 78 89]
110082,7,7,87
110083,7,7,80
110084,7,7,37
110085,7,7,[72 81]
110086,7,7,59
110087,7,7,[78 79 86 87 88 89]
110088,7,7,[79 84]
110089,7,7,[53 64]
110090,7,7,[87 90]
110091,7,5,60
110092,7,7,77
110093,7,7,[82 86]
110094,7,7,81
110095,7,7,[35 48 53]
110096,7,7,[36 46 53 54 59]
110097,7,7,92
110098,7,7,37
110099,7,7,88
110100,7,7,65
110101,7,7,60
110102,7,7,[92 93]
110103,7,7,86
110104,7,7,76
110105,7,7,64
110106,7,7,[87 90]
110107,7,7,80
110108,7,7,90
110109,7,7,92
110110,7,7,65
110111,7,7,[78 79]
110112,7,7,83
110113,7,7,86
110114,7,7,65
110115,7,7,[23 24 28 29 32 35 36 40 55 56]
110116,7,7,81
110117,7,7,[36 50 56 63 65 68 69 75 77]
110118,7,7,[57 62]
110119,7,7,58
110120,7,7,72
110121,7,5,76
110122,7,5,[52 58]
110123,7,7,68
110124,7,7,83
110125,7,7,87
110126,7,7,[52 56 62 63 64 67 68 72 74 75 76 79 82]
110127,7,7,[89 91]
110128,7,7,56
110129,7,7,[22 35 71 73]
110130,7,7,[81 85]
110131,7,7,[44 71 74 77 85]
110132,7,7,[83 84]
110133,7,5,[41 58 60 65 70 80 81 82]
110134,7,7,[49 53 58]
110135,7,7,42
110136,7,7,76
110137,7,7,74
110138,7,5,28
110139,7,7,46
110140,7,7,76
110141,7,7,[78 81 82]
110142,7,7,74
